Unique,AgeEntry,PolicyTerm,SumAssured
A003767,34,20,4222609
A003768,49,10,355923
A003769,39,10,4829530
A003770,47,5,8335708
A003771,26,20,6903875
A003772,37,30,7019684
A003773,34,20,1670857
A003774,20,5,8756677
A003775,65,1,905185
A003776,57,5,9718924
A003777,44,10,5971265
A003778,26,20,9772000
A003779,41,20,1119483
A003780,24,20,9630562
A003781,28,20,1196238
A003782,38,5,4094043
A003783,41,1,5708111
A003784,60,1,2397786
A003785,33,20,4957046
A003786,29,5,9066399
A003787,46,5,5628312
A003788,49,20,8835892
A003789,65,5,5570935
A003790,46,5,8368184
A003791,38,30,418710
A003792,60,30,4445819
A003793,46,30,8488486
A003794,41,5,9600160
A003795,29,30,3176064
A003796,55,20,7105201
A003797,62,10,6005995
A003798,55,20,5019926
A003799,60,20,4886996
A003800,51,20,3272778
A003801,20,20,8156292
A003802,67,10,5949634
A003803,68,1,7079319
A003804,22,10,3610768
A003805,23,10,5975126
A003806,52,10,7278428
A003807,26,10,6079089
A003808,29,20,6757400
A003809,68,20,5665062
A003810,51,1,776900
A003811,66,30,223441
A003812,20,1,731225
A003813,33,5,8261228
A003814,67,10,6297365
A003815,68,20,2027576
A003816,61,10,2309717
A003817,51,30,8453584
A003818,52,1,7802263
A003819,21,20,2009864
A003820,38,20,5454152
A003821,52,10,208394
A003822,37,10,1059571
A003823,51,10,8255949
A003824,65,10,3740210
A003825,46,10,6908736
A003826,66,30,719195
A003827,29,1,2379150
A003828,58,10,369745
A003829,42,20,8826210
A003830,51,10,167092
A003831,42,20,4918946
A003832,49,1,7707358
A003833,38,20,1676516
A003834,48,1,8359161
A003835,45,20,4740157
A003836,60,1,4758747
A003837,63,5,8085593
A003838,34,30,1882365
A003839,45,1,2485491
A003840,58,10,7507152
A003841,66,1,6015387
A003842,60,10,7228901
A003843,61,10,2344210
A003844,69,30,4573906
A003845,23,20,1873358
A003846,49,30,5815371
A003847,25,5,1761654
A003848,27,20,4510768
A003849,23,5,5785567
A003850,45,30,131501
A003851,39,5,5799766
A003852,43,30,1452760
A003853,43,30,9712689
A003854,65,30,4993319
A003855,33,10,960212
A003856,42,1,7959181
A003857,31,20,7345612
A003858,57,30,1501901
A003859,65,30,6794248
A003860,21,30,4982063
A003861,51,10,4737824
A003862,49,10,192709
A003863,60,5,4897196
A003864,58,10,58351
A003865,44,30,5101374
A003866,19,1,1924518
A003867,67,30,5204761
A003868,50,1,2007425
A003869,26,5,2667076
A003870,36,30,4881540
A003871,33,1,8625152
A003872,55,1,5805234
A003873,46,10,7319321
A003874,33,10,9956130
A003875,42,30,3378399
A003876,43,1,2263932
A003877,31,10,2373793
A003878,44,1,6920395
A003879,61,10,6600236
A003880,68,10,8712123
A003881,33,1,2727993
A003882,39,20,8866081
A003883,25,5,7721865
A003884,55,5,4703996
A003885,52,30,7631264
A003886,69,20,2268721
A003887,46,1,7670423
A003888,58,1,9030751
A003889,66,10,3080567
A003890,33,10,66078
A003891,37,5,8721813
A003892,23,5,1502843
A003893,36,1,3271642
A003894,20,1,1395955
A003895,53,1,2730238
A003896,69,20,6191687
A003897,43,5,2534810
A003898,40,1,688842
A003899,36,5,7488950
A003900,58,30,1912080
A003901,67,30,6572314
A003902,65,10,5195687
A003903,40,30,6225482
A003904,53,5,8856350
A003905,64,20,5919042
A003906,56,10,4972043
A003907,25,5,4886331
A003908,67,5,8901337
A003909,49,10,960559
A003910,52,5,8308290
A003911,40,20,6258764
A003912,33,20,9998693
A003913,47,10,9638819
A003914,45,30,9303140
A003915,33,20,1821687
A003916,63,5,7361262
A003917,57,10,3866138
A003918,26,5,6566561
A003919,46,20,2539559
A003920,48,30,9904743
A003921,29,20,1465863
A003922,69,5,3945224
A003923,28,20,1998877
A003924,61,30,3443246
A003925,40,10,3830551
A003926,51,10,3560251
A003927,42,10,1081333
A003928,31,20,4391093
A003929,34,5,5302175
A003930,40,30,6003769
A003931,38,10,5590804
A003932,25,1,444016
A003933,44,30,8285694
A003934,63,20,3652434
A003935,40,1,1898558
A003936,54,30,6744225
A003937,48,20,1039964
A003938,32,5,2896865
A003939,38,1,4337383
A003940,24,5,1565110
A003941,64,10,3454553
A003942,39,1,278483
A003943,56,20,8114848
A003944,61,1,280850
A003945,22,30,7969501
A003946,58,10,2326891
A003947,64,10,3104304
A003948,39,5,9545462
A003949,54,10,6824328
A003950,33,1,465947
A003951,45,10,8266302
A003952,54,5,9789798
A003953,63,1,1899389
A003954,22,20,4290884
A003955,58,5,7377756
A003956,49,30,6351805
A003957,67,1,362834
A003958,44,10,9190532
A003959,69,1,8792764
A003960,47,30,2478065
A003961,23,1,6445447
A003962,40,1,8338841
A003963,56,5,8886657
A003964,48,30,3415006
A003965,66,20,1171811
A003966,53,1,8866488
A003967,28,20,9994344
A003968,54,10,9645921
A003969,51,1,7820870
A003970,26,5,985041
A003971,43,5,7635214
A003972,68,10,4348558
A003973,51,5,8281464
A003974,61,1,2228212
A003975,42,5,3513263
A003976,26,1,5153947
A003977,52,5,2588569
A003978,59,10,9720374
A003979,35,20,9413055
A003980,30,10,1311907
A003981,61,30,3947810
A003982,62,5,8532550
A003983,31,5,3484086
A003984,34,10,2065586
A003985,55,5,3717597
A003986,22,30,3280741
A003987,66,1,1167506
A003988,66,30,8638690
A003989,67,20,6727235
A003990,38,1,7890090
A003991,41,20,8018658
A003992,37,20,6298036
A003993,20,10,2420815
A003994,37,5,2740898
A003995,56,10,3847540
A003996,41,5,455049
A003997,52,30,3245312
A003998,29,1,8025002
A003999,58,30,7064560
A004000,45,10,3477872
A004001,20,30,4276542
A004002,57,10,3336356
A004003,21,10,3320486
A004004,21,5,194563
A004005,63,20,257816
A004006,62,30,8346767
A004007,23,5,5712974
A004008,49,20,2267608
A004009,63,1,9885291
A004010,37,10,8218600
A004011,24,1,2557177
A004012,48,5,493677
A004013,31,1,3095248
A004014,28,5,2211389
A004015,57,30,1585971
A004016,55,20,1364580
A004017,66,10,9387736
A004018,54,20,7012450
A004019,45,10,9306657
A004020,69,1,1531444
A004021,46,10,694274
A004022,27,1,9150826
A004023,57,30,5324493
A004024,59,30,4293181
A004025,19,1,4101506
A004026,37,20,249416
A004027,27,5,2752682
A004028,31,1,3004431
A004029,47,5,3161564
A004030,35,10,5860053
A004031,61,30,1481706
A004032,63,10,6857062
A004033,37,10,5777644
A004034,25,5,8387465
A004035,36,5,5076471
A004036,62,1,2913919
A004037,48,1,9686845
A004038,50,1,5812205
A004039,53,5,5305474
A004040,47,1,2527973
A004041,65,30,3882691
A004042,65,10,3501774
A004043,65,5,1060323
A004044,35,1,3013588
A004045,23,1,9362551
A004046,24,1,8065574
A004047,20,30,9929729
A004048,47,10,4065000
A004049,36,20,5853278
A004050,33,1,5719243
A004051,41,20,9155461
A004052,40,5,3949925
A004053,40,20,1093585
A004054,58,5,9488248
A004055,38,30,3255368
A004056,57,10,888635
A004057,61,1,6372219
A004058,23,30,5240438
A004059,56,30,2067989
A004060,50,10,6894863
A004061,31,30,9383007
A004062,57,5,7859199
A004063,45,20,5869025
A004064,21,30,3086737
A004065,36,1,6302912
A004066,64,20,5705604
A004067,42,5,3069916
A004068,47,30,3010710
A004069,43,1,6132237
A004070,52,5,5742258
A004071,38,20,4731392
A004072,30,30,9261895
A004073,55,10,2064432
A004074,60,30,8797517
A004075,34,1,8375955
A004076,20,10,1300364
A004077,47,20,4244933
A004078,40,5,513258
A004079,50,20,7713458
A004080,26,5,7159948
A004081,68,30,6671280
A004082,53,30,6083401
A004083,49,10,3893889
A004084,58,20,9640215
A004085,21,30,8176282
A004086,47,1,1886031
A004087,53,5,9998695
A004088,40,30,382231
A004089,24,30,1220208
A004090,58,1,6514325
A004091,30,1,656139
A004092,54,5,9868628
A004093,46,1,7974875
A004094,60,1,813429
A004095,26,10,8967624
A004096,28,20,5009779
A004097,51,30,1378329
A004098,57,30,4063761
A004099,42,5,1254857
A004100,43,10,5391158
A004101,20,10,8351326
A004102,42,10,2460981
A004103,45,20,8658482
A004104,37,1,7251145
A004105,36,20,6693346
A004106,52,1,5522716
A004107,69,5,4295100
A004108,38,5,7614770
A004109,37,20,1401593
A004110,32,5,4468628
A004111,59,1,2047503
A004112,32,30,7919346
A004113,20,20,3091454
A004114,28,30,2642491
A004115,36,10,7376921
A004116,35,10,6364194
A004117,59,5,5961077
A004118,19,5,6495279
A004119,68,10,4001285
A004120,39,5,4174275
A004121,48,10,1240801
A004122,19,30,7855269
A004123,64,1,2560137
A004124,38,1,3012328
A004125,26,30,3901888
A004126,54,20,1109145
A004127,38,10,6880885
A004128,52,30,4845996
A004129,45,1,5236863
A004130,52,10,8256801
A004131,34,10,6340075
A004132,59,10,961128
A004133,61,30,1448378
A004134,21,20,4398883
A004135,26,30,402807
A004136,37,30,7063054
A004137,34,30,2388906
A004138,48,10,6241614
A004139,68,20,1045112
A004140,67,10,7896283
A004141,68,10,2839039
A004142,32,1,1536390
A004143,62,30,2938874
A004144,24,20,1468669
A004145,50,30,5700884
A004146,63,20,8510352
A004147,19,10,9797177
A004148,65,30,4959126
A004149,40,20,8215692
A004150,40,30,8749530
A004151,61,10,7332518
A004152,52,20,660295
A004153,31,20,587725
A004154,20,5,5358102
A004155,34,10,3685494
A004156,49,20,2013497
A004157,33,10,7238024
A004158,65,30,1381170
A004159,65,30,4240172
A004160,57,30,6420765
A004161,47,10,8590949
A004162,34,30,5752851
A004163,19,30,9936512
A004164,57,10,314657
A004165,34,20,1055195
A004166,35,5,4526102
A004167,61,5,3058802
A004168,29,1,3760224
A004169,65,10,2377746
A004170,27,5,7488102
A004171,61,30,8125608
A004172,39,20,830090
A004173,51,5,9814405
A004174,56,5,4463078
A004175,30,30,3745441
A004176,25,5,4556916
A004177,36,1,270786
A004178,31,30,5420108
A004179,48,1,4292685
A004180,36,1,2706520
A004181,42,20,6951596
A004182,44,1,1625087
A004183,56,1,2011819
A004184,22,20,9162016
A004185,65,1,7370075
A004186,23,20,5593408
A004187,51,20,5608140
A004188,24,10,744808
A004189,36,1,4377909
A004190,24,30,5172423
A004191,22,30,728731
A004192,23,5,1689973
A004193,69,5,9026754
A004194,62,20,7700833
A004195,38,1,2201389
A004196,22,10,6761398
A004197,56,5,9593390
A004198,34,5,8296177
A004199,26,30,4827098
A004200,50,5,9786172
A004201,42,20,2771644
A004202,34,1,8177967
A004203,30,5,8584115
A004204,35,5,1285562
A004205,45,30,3251351
A004206,57,1,7918057
A004207,45,5,6364664
A004208,27,5,3335759
A004209,47,5,679528
A004210,49,5,99332
A004211,68,30,8037020
A004212,24,5,8024882
A004213,27,5,9716703
A004214,39,20,1206573
A004215,43,5,8153212
A004216,52,5,2526744
A004217,66,30,2710743
A004218,34,10,3990569
A004219,58,1,2403634
A004220,56,30,3518391
A004221,63,10,188485
A004222,54,10,7549616
A004223,21,10,1595384
A004224,60,1,6590802
A004225,33,5,9951198
A004226,37,1,6976671
A004227,61,5,1432596
A004228,25,10,9566613
A004229,21,20,4759586
A004230,28,1,4597894
A004231,21,10,7771659
A004232,59,30,9804359
A004233,42,20,1621453
A004234,45,10,1963190
A004235,34,20,8119945
A004236,67,20,8183821
A004237,63,5,6703420
A004238,26,10,6665672
A004239,37,1,6771662
A004240,42,5,9802023
A004241,66,30,5677197
A004242,19,1,5480092
A004243,30,20,7781041
A004244,62,5,8553155
A004245,64,5,5417860
A004246,25,20,7800629
A004247,64,1,9998030
A004248,56,5,6744077
A004249,57,1,1112589
A004250,34,1,3300155
A004251,65,30,9718105
A004252,45,10,4499169
A004253,40,30,5840490
A004254,46,10,2792629
A004255,24,30,3505900
A004256,45,30,6894057
A004257,59,30,7119248
A004258,68,5,2524290
A004259,49,30,7536177
A004260,40,1,6149286
A004261,48,10,3904525
A004262,58,1,4594331
A004263,32,20,1979647
A004264,68,5,1345120
A004265,55,30,8290979
A004266,22,5,2445935
A004267,56,1,9073519
A004268,25,30,8391081
A004269,25,1,9116898
A004270,46,30,2193347
A004271,35,1,3019732
A004272,47,1,5025572
A004273,48,30,1432449
A004274,59,1,2229601
A004275,58,1,5295595
A004276,30,5,593955
A004277,51,1,3609530
A004278,27,30,7307734
A004279,39,20,3233020
A004280,44,20,3888069
A004281,65,10,8521835
A004282,19,5,9926440
A004283,23,1,932526
A004284,66,5,1733732
A004285,28,10,9795671
A004286,46,1,7136168
A004287,34,1,7051180
A004288,67,30,3507131
A004289,62,10,3484284
A004290,61,1,5085890
A004291,58,5,8024522
A004292,43,5,6565619
A004293,52,5,439345
A004294,41,20,3755962
A004295,23,30,6933255
A004296,55,1,9417173
A004297,59,5,5468819
A004298,19,10,1820031
A004299,48,20,2315337
A004300,23,1,6058327
A004301,64,20,9379096
A004302,48,1,7412749
A004303,68,20,3771567
A004304,56,1,8264641
A004305,45,30,3485447
A004306,64,5,5362524
A004307,38,1,2785688
A004308,53,30,9735865
A004309,24,20,5087507
A004310,51,1,652146
A004311,22,5,7597724
A004312,61,10,4689875
A004313,68,30,8024851
A004314,25,1,1075558
A004315,37,1,3424146
A004316,29,30,2472867
A004317,61,1,1664819
A004318,64,30,7954359
A004319,56,10,3784327
A004320,24,1,1024413
A004321,52,5,6224542
A004322,62,1,3963612
A004323,43,10,8379114
A004324,66,1,6322389
A004325,68,10,8974133
A004326,28,30,9859775
A004327,19,1,2196094
A004328,48,20,1519149
A004329,43,10,9217546
A004330,49,10,5483504
A004331,62,5,6927149
A004332,26,1,3912107
A004333,42,10,9869460
A004334,31,20,871774
A004335,19,10,9006956
A004336,65,5,4589084
A004337,44,20,4483307
A004338,37,30,9229031
A004339,41,20,964976
A004340,50,5,5794431
A004341,37,5,1883690
A004342,23,20,6464343
A004343,33,1,8038778
A004344,54,1,3586141
A004345,55,10,3020524
A004346,58,5,7723637
A004347,51,30,5695219
A004348,35,5,4745865
A004349,46,1,2285731
A004350,43,5,3039288
A004351,32,5,332539
A004352,28,30,6569436
A004353,47,20,1995213
A004354,57,1,2593657
A004355,55,10,2428820
A004356,62,5,8060463
A004357,25,20,3770194
A004358,26,1,6917783
A004359,66,20,4964400
A004360,52,5,6783302
A004361,19,10,4474156
A004362,61,10,9981106
A004363,66,5,2356673
A004364,20,20,9266447
A004365,50,30,7695529
A004366,44,5,7560568
A004367,44,10,8408648
A004368,61,20,6510012
A004369,69,1,483664
A004370,59,1,1754004
A004371,55,5,2589160
A004372,49,1,9467283
A004373,19,10,4117908
A004374,48,10,524988
A004375,62,30,8147677
A004376,20,1,6750888
A004377,52,1,4257968
A004378,59,10,4417058
A004379,40,1,1265992
A004380,19,30,6778252
A004381,27,20,6578438
A004382,29,1,7148797
A004383,19,20,3675749
A004384,20,10,2909767
A004385,48,30,9669159
A004386,44,1,5861727
A004387,41,10,4280763
A004388,20,10,7799910
A004389,24,5,293879
A004390,69,5,1220069
A004391,22,5,2755903
A004392,50,10,6691233
A004393,41,20,9658288
A004394,23,5,1027472
A004395,67,20,6600372
A004396,67,1,5802573
A004397,54,10,7400027
A004398,47,30,8224408
A004399,42,10,5007527
A004400,50,1,236665
A004401,27,10,3458519
A004402,43,20,1245912
A004403,33,10,2470875
A004404,63,5,646195
A004405,30,30,571322
A004406,27,20,1408630
A004407,59,20,5059403
A004408,48,30,7825867
A004409,39,20,6402138
A004410,56,1,2482070
A004411,64,1,7089082
A004412,45,1,7921172
A004413,36,1,8393287
A004414,30,30,7334694
A004415,31,5,8612551
A004416,63,10,5385190
A004417,57,5,7888380
A004418,21,30,3784911
A004419,69,1,9926951
A004420,48,1,2086073
A004421,39,30,7430961
A004422,69,20,9196380
A004423,43,10,5135990
A004424,40,20,800175
A004425,33,1,9028956
A004426,36,10,7442692
A004427,21,10,3427795
A004428,57,10,7325613
A004429,45,1,6687072
A004430,63,10,4507836
A004431,49,20,4519167
A004432,47,20,7862582
A004433,52,30,3227821
A004434,34,1,3590814
A004435,45,20,9073415
A004436,62,5,7359941
A004437,37,1,4712160
A004438,32,5,8984189
A004439,52,10,6546560
A004440,32,20,1893989
A004441,54,30,4390342
A004442,48,10,4098331
A004443,38,1,1641962
A004444,38,1,8082827
A004445,43,30,7608445
A004446,30,20,2874675
A004447,41,20,2622429
A004448,24,30,7202526
A004449,44,30,3736940
A004450,41,5,356015
A004451,32,20,3904825
A004452,26,1,6472633
A004453,65,30,3638266
A004454,46,30,9393513
A004455,26,10,1196907
A004456,55,5,2945943
A004457,61,30,7329363
A004458,58,30,8379033
A004459,32,30,2162248
A004460,34,1,2668026
A004461,66,1,7239105
A004462,60,30,2443717
A004463,35,10,9258768
A004464,68,1,8807952
A004465,52,30,1098447
A004466,54,30,2617641
A004467,34,20,717661
A004468,43,10,2744454
A004469,63,5,902477
A004470,30,10,2032901
A004471,38,1,8222243
A004472,68,30,9763450
A004473,50,10,6639671
A004474,47,30,7203936
A004475,66,10,7656399
A004476,63,5,3617084
A004477,52,10,9184532
A004478,51,30,9283527
A004479,51,5,390207
A004480,39,5,3904787
A004481,52,20,323517
A004482,22,30,1604932
A004483,47,30,9092033
A004484,25,30,8974283
A004485,47,10,9188463
A004486,63,20,4935383
A004487,24,1,6141273
A004488,66,10,2565291
A004489,37,30,8217214
A004490,28,10,6617517
A004491,21,10,6540813
A004492,31,20,7272405
A004493,49,20,6701449
A004494,57,20,7166018
A004495,65,20,7574009
A004496,21,10,405967
A004497,59,20,3641767
A004498,41,30,9692507
A004499,68,5,2230618
A004500,68,20,6833653
A004501,47,20,4848393
A004502,65,30,3438783
A004503,58,20,7716002
A004504,64,5,4203748
A004505,42,5,5128127
A004506,52,5,7384942
A004507,38,30,7928530
A004508,32,20,3279159
A004509,50,10,8240717
A004510,68,5,2291670
A004511,22,1,8106737
A004512,62,5,7951598
A004513,67,5,9633078
A004514,57,10,7764240
A004515,41,10,9777608
A004516,39,1,268307
A004517,47,1,2771976
A004518,66,20,2268557
A004519,24,1,9063048
A004520,40,5,3703525
A004521,33,10,2315307
A004522,53,1,2971535
A004523,33,30,6093929
A004524,40,30,5175924
A004525,26,1,4469629
A004526,66,10,6237645
A004527,68,30,7515345
A004528,39,1,872883
A004529,68,30,9548729
A004530,59,1,3124099
A004531,20,10,4674314
A004532,66,20,3763738
A004533,45,30,7172256
A004534,34,20,2717364
A004535,69,30,7864269
A004536,52,1,5190249
A004537,32,10,8538834
A004538,62,5,8710602
A004539,45,10,7513593
A004540,29,10,8713625
A004541,50,1,8285695
A004542,57,30,4043567
A004543,47,1,4820219
A004544,63,5,2937917
A004545,39,1,5248539
A004546,61,30,2848087
A004547,65,30,6103217
A004548,23,20,6532664
A004549,61,1,5291640
A004550,41,30,7789909
A004551,29,1,629523
A004552,31,5,5715540
A004553,63,30,4364476
A004554,34,1,9892330
A004555,30,30,1838651
A004556,61,20,6874169
A004557,56,1,5475375
A004558,53,1,9209749
A004559,28,20,2566483
A004560,20,5,4572891
A004561,44,5,1142758
A004562,63,1,4128652
A004563,53,20,9649852
A004564,28,20,207130
A004565,49,1,7797917
A004566,24,10,1431850
A004567,57,1,2409920
A004568,29,5,4408822
A004569,56,5,8071854
A004570,65,10,7820516
A004571,37,30,8387756
A004572,22,10,9991038
A004573,34,1,1189730
A004574,55,10,3304478
A004575,57,30,8258492
A004576,40,10,2744434
A004577,50,30,1617705
A004578,38,30,5613469
A004579,40,5,9609616
A004580,25,20,9462118
A004581,52,5,5009486
A004582,30,20,5796284
A004583,52,1,4086338
A004584,41,30,4193635
A004585,68,1,3641343
A004586,36,5,3769457
A004587,54,30,4548604
A004588,63,20,286547
A004589,43,5,8896445
A004590,45,10,4685239
A004591,47,5,1017940
A004592,41,1,2785368
A004593,69,5,4150967
A004594,33,20,6446518
A004595,41,20,6884638
A004596,33,5,7065567
A004597,30,1,7405547
A004598,27,20,5952187
A004599,28,5,324418
A004600,39,10,6467350
A004601,26,20,3448506
A004602,57,20,2078555
A004603,34,10,9757461
A004604,25,10,9460310
A004605,46,1,7723023
A004606,32,5,3326263
A004607,47,1,2377646
A004608,29,30,4243424
A004609,59,20,8009100
A004610,68,1,2397724
A004611,58,1,3412617
A004612,40,1,8430573
A004613,30,20,1527431
A004614,62,30,1283648
A004615,61,1,7868741
A004616,67,20,6838401
A004617,44,1,9126723
A004618,20,30,6094624
A004619,44,5,3537364
A004620,53,1,4254494
A004621,59,20,5616251
A004622,48,30,6086491
A004623,34,5,4153156
A004624,45,5,3623575
A004625,50,20,4178341
A004626,56,5,5676098
A004627,35,10,724414
A004628,60,20,5821275
A004629,27,20,6500846
A004630,68,1,3050425
A004631,61,1,8531474
A004632,41,30,9185403
A004633,29,10,5755235
A004634,43,30,5070484
A004635,51,5,3707943
A004636,36,30,7049196
A004637,51,20,9643066
A004638,68,20,3203746
A004639,36,30,7915846
A004640,45,30,7735374
A004641,46,1,9656580
A004642,69,30,4977640
A004643,52,1,4204044
A004644,57,5,9987269
A004645,50,30,1092086
A004646,55,5,2808489
A004647,20,10,8993814
A004648,35,10,9762193
A004649,39,5,6218893
A004650,37,1,8924029
A004651,29,1,4154370
A004652,52,5,223687
A004653,66,30,3638015
A004654,19,20,4986040
A004655,20,5,7453487
A004656,59,10,9287186
A004657,26,10,8867332
A004658,33,5,4267809
A004659,29,1,8705355
A004660,40,5,9474408
A004661,56,20,7824283
A004662,60,20,2602749
A004663,49,30,5293056
A004664,21,30,7021644
A004665,22,10,8523222
A004666,54,5,5806797
A004667,62,30,5738854
A004668,44,10,2287009
A004669,26,5,9119558
A004670,37,10,3172784
A004671,53,10,952330
A004672,30,5,9267777
A004673,62,5,8007926
A004674,63,20,3577354
A004675,39,20,1754166
A004676,30,20,2087910
A004677,45,20,2054558
A004678,55,1,3000148
A004679,41,1,8808466
A004680,42,30,3484930
A004681,50,5,6301151
A004682,49,5,747514
A004683,33,1,3818800
A004684,31,10,6008587
A004685,64,5,8733705
A004686,57,1,9725988
A004687,67,1,7290052
